ano,id_uf,id_municipio,nome_municipio,idhm,idhm_educacao,idhm_renda,idhm_longevidade,taxa_analfabetismo_11a14,taxa_analfabetismo_15a17,taxa_analfabetismo_15mais,taxa_frequencia_6a14,taxa_frequencia_4a5,taxa_frequencia_0a3,expectativa_anos_estudo,taxa_fundamental_incompleto,renda_per_capita,indice_gini,percentual_pobres,percentual_extremamente_pobres,percentual_vulneraveis_pobreza,percentual_domicilios_agua,percentual_domicilios_energia,taxa_densidade_domiciliar
2010,11,1100015,Alta Floresta D'Oeste,0.641,0.526,0.657,0.763,1.22,1.52,11.99,95.68,39.18,4.89,8.67,40.27,476.99,0.58,47.12,26.04,14.29,93.69,93.98,22.58
2010,11,1100023,Ariquemes,0.702,0.6,0.716,0.806,1.55,1.09,7.9,97.21,55.34,9.89,9.18,26.59,689.95,0.53,29.04,11.54,4.36,98.54,98.58,27.15
2010,11,1100031,Cabixi,0.65,0.559,0.65,0.757,0.62,1.06,13.63,98.03,66.92,12.49,10.09,38.52,457.17,0.51,46.98,21.2,7.27,95.49,96.36,19.93
2010,11,1100049,Cacoal,0.718,0.62,0.727,0.821,1.01,0.8,8.29,97.61,62.41,11.38,9.74,26.16,738.06,0.57,29.82,13.08,5.97,97.96,98.89,20.5
2010,11,1100056,Cerejeiras,0.692,0.602,0.688,0.799,1.14,0.75,10.29,98.54,61.27,13.45,10.22,32.21,577.18,0.5,34.85,13.7,4.72,97.53,98.85,16.66
2010,11,1100064,Colorado Do Oeste,0.685,0.584,0.676,0.814,0.51,1.23,12.43,97.65,49.14,10.67,10.4,33.74,535.41,0.49,37.11,15.76,6.64,95.54,97.76,14.73
2010,11,1100072,Corumbiara,0.613,0.473,0.63,0.774,1.25,1.54,12.47,97.09,34.37,1.3,9.82,44.63,402.15,0.48,46.42,24.02,10.16,93.24,97.81,14.46
2010,11,1100080,Costa Marques,0.611,0.493,0.616,0.751,1.48,1.44,8.6,97.57,63.69,13.15,9.22,41.98,370.77,0.52,55.8,30.48,9.66,95.67,90.13,36.18
2010,11,1100098,Espigão D'Oeste,0.672,0.536,0.691,0.819,2.17,1.28,11.33,95.91,45.82,6.01,9.55,35.2,590.8,0.52,35.08,13.86,6.6,93.7,96.7,19.97
2010,11,1100106,Guajará-Mirim,0.657,0.519,0.663,0.823,2.2,1.77,8.06,93.13,51.67,9.26,8.17,30.54,494.69,0.54,43.92,23.47,10.38,93.26,97.71,43.4
2010,11,1100114,Jaru,0.689,0.577,0.687,0.825,1.66,1.27,10.66,97.77,67.63,8.81,9.42,34.02,575.14,0.49,32.12,13.78,4.32,97.09,99.4,19.09
2010,11,1100122,Ji-Paraná,0.714,0.617,0.728,0.81,1.35,1.0,7.79,96.56,57.19,7.85,9.95,25.07,743.35,0.53,26.26,8.56,2.67,97.81,99.35,23.3
2010,11,1100130,Machadinho D'Oeste,0.596,0.446,0.629,0.755,1.68,1.53,11.79,93.22,38.54,2.3,7.8,48.97,401.42,0.55,51.72,28.55,17.59,92.56,88.1,28.87
2010,11,1100148,Nova Brasilândia D'Oeste,0.643,0.524,0.664,0.763,0.78,1.21,11.25,97.48,56.82,7.51,9.44,37.74,499.59,0.56,46.94,23.16,10.3,94.07,94.95,20.31
2010,11,1100155,Ouro Preto Do Oeste,0.682,0.569,0.687,0.812,1.31,1.05,10.36,96.09,78.48,14.7,9.17,33.22,576.51,0.48,30.04,11.73,3.71,97.8,99.13,17.02
2010,11,1100189,Pimenta Bueno,0.71,0.613,0.726,0.803,0.96,0.77,8.35,97.68,65.65,11.94,9.08,25.78,734.76,0.54,25.37,9.33,2.29,97.21,99.0,21.55
2010,11,1100205,Porto Velho,0.736,0.638,0.764,0.819,1.85,1.28,5.1,94.52,67.26,15.32,8.99,19.05,929.19,0.56,21.78,7.95,2.64,92.87,98.2,36.73
2010,11,1100254,Presidente Médici,0.664,0.55,0.671,0.792,1.68,0.58,12.17,96.86,54.82,11.49,9.78,37.06,520.2,0.53,40.89,19.39,9.3,93.77,99.15,17.7
2010,11,1100262,Rio Crespo,0.643,0.513,0.637,0.813,0.35,1.04,13.29,97.72,59.47,2.02,9.03,38.3,420.61,0.58,54.28,28.5,16.85,97.99,96.42,27.09
2010,11,1100288,Rolim De Moura,0.7,0.598,0.709,0.808,1.39,1.03,9.04,97.86,56.35,7.64,9.9,30.06,657.65,0.53,31.34,10.77,3.96,97.4,99.24,20.06
2010,11,1100296,Santa Luzia D'Oeste,0.67,0.564,0.657,0.812,0.88,0.72,13.03,93.9,43.74,17.09,9.71,31.9,476.08,0.49,40.67,16.49,8.2,93.08,99.21,15.24
2010,11,1100304,Vilhena,0.731,0.659,0.734,0.808,0.91,0.93,6.08,97.82,78.73,13.91,10.55,22.75,768.98,0.5,22.39,6.37,2.1,98.16,98.29,21.21
2010,11,1100320,São Miguel Do Guaporé,0.646,0.537,0.644,0.781,1.13,1.08,10.81,97.97,42.71,4.58,9.72,39.1,440.6,0.62,53.28,33.34,21.83,97.43,96.7,24.35
2010,11,1100338,Nova Mamoré,0.587,0.424,0.619,0.769,3.18,1.6,13.07,92.8,42.87,3.18,7.7,48.87,377.34,0.52,52.95,28.2,11.73,93.81,91.43,31.45
2010,11,1100346,Alvorada D'Oeste,0.643,0.534,0.654,0.763,2.49,1.51,12.96,97.6,40.39,6.03,9.78,38.41,469.26,0.53,45.04,23.63,11.71,94.31,98.06,17.85
2010,11,1100379,Alto Alegre Dos Parecis,0.592,0.443,0.603,0.777,2.0,1.56,13.53,95.87,24.76,1.35,9.46,44.9,341.22,0.54,55.19,33.84,21.1,93.59,91.11,24.2
2010,11,1100403,Alto Paraíso,0.625,0.457,0.664,0.804,1.36,1.31,11.81,95.71,35.98,5.3,7.61,46.08,498.49,0.54,43.91,18.03,8.34,95.29,97.06,21.88
2010,11,1100452,Buritis,0.616,0.479,0.65,0.751,1.46,1.61,9.85,94.94,32.69,3.93,8.3,43.39,458.05,0.5,41.94,20.83,9.18,90.12,94.44,24.71
2010,11,1100502,Novo Horizonte Do Oeste,0.634,0.527,0.606,0.799,1.59,0.87,14.35,97.51,61.14,9.06,8.8,36.94,346.38,0.51,54.79,32.25,16.6,92.66,98.86,22.51
2010,11,1100601,Cacaulândia,0.646,0.506,0.664,0.801,2.04,1.15,13.22,95.47,59.76,0.87,9.44,45.52,499.93,0.56,45.4,22.02,8.8,93.68,94.16,26.48
2010,11,1100700,Campo Novo De Rondônia,0.593,0.404,0.667,0.772,2.11,0.88,12.31,90.64,26.95,8.23,7.86,50.08,507.69,0.67,54.43,31.24,15.58,91.75,84.79,26.32
2010,11,1100809,Candeias Do Jamari,0.649,0.512,0.652,0.819,2.52,1.81,10.98,95.74,65.41,10.31,8.19,34.45,463.63,0.47,38.44,15.8,7.14,95.88,95.28,40.29
2010,11,1100908,Castanheiras,0.658,0.547,0.65,0.803,0.33,1.61,14.29,97.99,36.62,0.0,9.96,38.86,455.53,0.5,41.69,21.08,12.02,95.22,97.44,20.52
2010,11,1100924,Chupinguaia,0.652,0.514,0.659,0.82,2.75,1.34,10.31,97.05,53.86,15.57,9.53,37.23,483.36,0.47,37.88,16.12,5.39,85.16,92.11,29.61
2010,11,1100940,Cujubim,0.612,0.439,0.663,0.789,3.31,1.77,11.94,94.4,41.93,6.53,8.01,48.36,495.31,0.52,40.1,19.56,9.04,94.18,91.47,33.65
2010,11,1101005,Governador Jorge Teixeira,0.596,0.444,0.627,0.762,0.77,0.58,13.35,93.59,39.08,8.13,9.0,47.75,396.36,0.55,53.67,27.2,11.52,94.71,94.34,23.3
2010,11,1101104,Itapuã Do Oeste,0.614,0.488,0.633,0.751,1.96,1.61,13.0,96.36,61.53,5.29,9.16,42.66,411.36,0.47,45.24,17.61,9.04,91.75,97.72,34.37
2010,11,1101203,Ministro Andreazza,0.638,0.518,0.647,0.776,0.45,1.23,12.67,95.47,46.35,4.76,8.95,36.88,448.38,0.54,47.9,26.14,12.76,92.14,97.85,19.99
2010,11,1101302,Mirante Da Serra,0.643,0.494,0.673,0.8,0.59,1.54,13.51,97.98,66.1,4.64,9.76,42.55,527.79,0.6,47.79,24.22,10.94,96.64,96.59,20.58
2010,11,1101401,Monte Negro,0.607,0.454,0.645,0.762,1.68,2.09,14.54,93.5,30.56,2.06,9.65,42.66,443.85,0.47,42.84,20.75,5.69,98.33,95.85,28.17
2010,11,1101435,Nova União,0.587,0.442,0.608,0.753,1.78,0.86,13.57,98.72,41.65,4.5,8.7,46.49,352.24,0.47,53.24,27.74,8.65,90.86,96.98,20.48
2010,11,1101450,Parecis,0.617,0.485,0.604,0.8,1.72,1.0,14.71,97.74,34.2,1.67,8.96,45.36,343.73,0.52,57.31,25.68,16.04,87.26,86.86,20.36
2010,11,1101468,Pimenteiras Do Oeste,0.665,0.545,0.662,0.816,1.43,0.73,9.56,93.83,52.96,1.49,9.52,35.56,493.67,0.49,38.18,18.52,8.68,96.71,95.07,26.07
2010,11,1101476,Primavera De Rondônia,0.641,0.512,0.645,0.799,1.83,0.88,13.42,98.62,66.08,22.37,9.65,41.02,442.61,0.52,46.87,25.19,11.45,96.29,96.79,22.7
2010,11,1101484,São Felipe D'Oeste,0.649,0.571,0.615,0.78,1.7,0.55,14.67,98.74,49.8,0.0,10.57,36.94,368.24,0.47,50.17,23.32,9.74,92.1,99.33,17.46
2010,11,1101492,São Francisco Do Guaporé,0.611,0.462,0.657,0.751,1.03,1.19,9.58,95.72,19.08,2.7,9.44,41.92,477.9,0.56,47.5,24.53,12.21,96.26,93.27,21.74
2010,11,1101500,Seringueiras,0.598,0.427,0.644,0.779,1.44,1.72,10.45,95.83,19.44,4.34,8.97,48.45,441.13,0.63,59.77,29.55,16.05,96.9,96.0,24.4
2010,11,1101559,Teixeirópolis,0.643,0.498,0.653,0.818,0.96,1.59,12.96,99.21,43.33,16.69,9.2,39.76,464.45,0.43,33.7,17.73,6.75,95.05,98.65,16.29
2010,11,1101609,Theobroma,0.589,0.434,0.622,0.757,2.11,2.63,15.13,98.35,39.15,5.7,8.14,50.41,382.6,0.57,54.11,32.94,20.54,96.15,95.37,21.4
2010,11,1101708,Urupá,0.609,0.471,0.621,0.772,1.81,1.33,14.26,96.56,47.47,13.47,8.92,45.01,380.5,0.51,50.6,26.03,13.61,93.24,96.94,19.71
2010,11,1101757,Vale Do Anari,0.584,0.421,0.626,0.756,1.95,1.98,15.12,94.85,18.97,0.0,8.4,50.36,394.02,0.57,57.32,32.09,17.42,93.37,89.36,22.22
2010,11,1101807,Vale Do Paraíso,0.627,0.485,0.641,0.792,1.27,0.71,12.87,97.48,37.84,11.13,9.28,40.79,432.03,0.59,55.91,30.25,15.79,96.71,98.1,14.29
2010,12,1200013,Acrelândia,0.604,0.466,0.584,0.808,3.03,2.63,15.64,95.11,48.19,16.13,7.35,44.54,303.76,0.54,64.18,36.56,18.09,93.87,94.56,41.61
2010,12,1200054,Assis Brasil,0.588,0.456,0.578,0.77,10.0,7.35,20.91,85.07,63.21,12.86,7.08,40.45,291.33,0.61,66.28,44.09,30.66,80.31,84.4,47.0
2010,12,1200104,Brasiléia,0.614,0.485,0.619,0.77,4.55,4.34,18.08,90.19,58.3,8.95,7.42,44.02,376.07,0.58,59.8,35.22,17.09,91.48,91.25,41.11
2010,12,1200138,Bujari,0.589,0.439,0.603,0.772,7.42,5.78,24.74,91.11,61.68,21.94,8.59,45.05,340.95,0.58,63.43,37.61,20.68,81.12,94.47,50.25
2010,12,1200179,Capixaba,0.575,0.398,0.601,0.794,4.96,3.99,21.79,92.6,53.45,5.04,7.47,49.48,336.17,0.56,59.5,35.0,17.89,86.19,93.98,48.48
2010,12,1200203,Cruzeiro Do Sul,0.664,0.582,0.648,0.776,4.03,3.03,18.52,94.87,74.69,16.45,9.13,30.17,450.06,0.64,56.4,34.51,18.08,79.14,94.73,45.0
2010,12,1200252,Epitaciolândia,0.653,0.553,0.654,0.771,3.58,3.58,16.31,93.68,72.23,8.48,8.85,37.07,467.83,0.6,52.89,29.44,13.02,89.66,93.75,38.98
2010,12,1200302,Feijó,0.539,0.388,0.559,0.723,16.58,11.97,34.72,82.92,54.79,8.34,7.03,57.76,259.43,0.68,75.28,54.93,36.51,69.53,65.41,62.56
2010,12,1200328,Jordão,0.469,0.283,0.499,0.731,17.31,9.28,26.87,71.26,35.33,14.23,5.73,65.8,178.03,0.71,81.69,69.69,49.17,46.28,41.83,68.55
2010,12,1200336,Mâncio Lima,0.625,0.546,0.58,0.77,9.47,5.56,23.79,94.91,76.22,21.18,9.49,31.72,295.5,0.61,68.67,45.68,28.99,80.26,85.34,50.03
2010,12,1200344,Manoel Urbano,0.551,0.373,0.586,0.767,19.77,14.86,32.5,77.99,54.19,11.83,5.88,52.04,307.7,0.59,64.89,38.12,25.44,80.41,76.99,55.35
2010,12,1200351,Marechal Thaumaturgo,0.501,0.361,0.479,0.726,17.68,11.31,34.38,90.82,58.33,19.85,7.52,58.25,157.27,0.59,82.84,63.82,39.31,50.76,51.51,63.63
2010,12,1200385,Plácido De Castro,0.622,0.517,0.593,0.786,3.91,3.92,18.45,93.6,71.34,11.29,8.72,40.42,321.16,0.55,62.29,36.79,18.76,91.46,98.57,43.73
2010,12,1200393,Porto Walter,0.532,0.397,0.521,0.726,23.56,12.52,34.22,93.26,60.08,12.64,7.79,54.43,204.19,0.61,76.87,53.25,34.92,44.36,69.39,68.08
2010,12,1200401,Rio Branco,0.727,0.661,0.729,0.798,2.48,1.81,9.03,95.08,72.38,9.77,9.72,19.97,744.67,0.59,35.25,14.38,4.85,94.09,99.34,39.42
2010,12,1200427,Rodrigues Alves,0.567,0.477,0.518,0.736,12.62,7.74,31.26,94.63,79.28,20.32,8.51,44.83,200.58,0.63,78.78,60.87,40.9,71.48,89.56,57.15
2010,12,1200435,Santa Rosa Do Purus,0.517,0.34,0.519,0.781,27.71,22.47,26.97,63.75,60.48,28.18,4.72,64.6,201.58,0.78,79.49,73.4,63.05,65.93,54.3,79.03
2010,12,1200450,Senador Guiomard,0.64,0.513,0.649,0.786,3.43,2.62,17.69,95.64,61.25,8.19,8.79,40.89,455.06,0.55,48.99,23.3,8.29,92.31,99.06,44.42
2010,12,1200500,Sena Madureira,0.603,0.456,0.593,0.81,10.67,7.61,24.75,85.41,46.44,5.52,7.56,47.51,320.8,0.54,58.9,37.59,21.19,82.48,82.95,52.76
2010,12,1200609,Tarauacá,0.539,0.392,0.554,0.72,13.67,8.02,31.09,85.57,39.36,4.69,7.19,52.3,251.53,0.65,73.09,54.76,34.59,60.4,70.47,64.5
2010,12,1200708,Xapuri,0.599,0.448,0.621,0.773,10.56,5.73,22.24,87.7,53.7,11.85,7.66,46.01,382.24,0.58,58.29,33.64,19.07,86.75,84.1,46.94
2010,12,1200807,Porto Acre,0.576,0.418,0.593,0.771,4.84,4.72,23.5,90.39,38.85,6.41,8.35,49.14,319.71,0.6,66.0,41.47,21.4,84.45,95.9,50.45
2010,13,1300029,Alvarães,0.527,0.377,0.499,0.778,11.53,7.55,20.55,75.29,52.68,9.96,5.96,50.36,178.67,0.58,81.17,60.76,30.88,48.93,94.36,72.73
2010,13,1300060,Amaturá,0.56,0.455,0.499,0.773,10.33,6.25,22.4,86.34,75.92,22.53,7.18,47.99,178.69,0.64,82.44,62.64,42.81,66.65,77.53,69.07
2010,13,1300086,Anamã,0.594,0.526,0.537,0.741,5.75,3.31,15.84,93.64,71.07,13.47,8.65,26.47,226.82,0.58,71.21,51.08,32.44,58.47,93.25,67.42
2010,13,1300102,Anori,0.561,0.433,0.54,0.757,12.96,7.7,19.62,84.92,62.79,3.59,7.27,43.02,229.94,0.6,74.62,52.29,32.25,66.86,88.44,65.45
2010,13,1300144,Apuí,0.637,0.54,0.621,0.772,2.45,1.81,10.77,93.37,81.41,14.96,8.74,40.71,380.62,0.56,56.97,26.84,16.56,86.73,82.12,44.68
2010,13,1300201,Atalaia Do Norte,0.45,0.259,0.481,0.733,31.05,22.9,35.5,65.53,48.34,5.39,4.63,64.21,159.21,0.65,83.46,63.67,44.75,36.29,60.84,69.88
2010,13,1300300,Autazes,0.577,0.446,0.539,0.799,9.94,5.47,15.76,94.61,75.14,14.15,8.11,40.74,228.43,0.59,73.21,51.58,34.3,57.01,81.35,67.07
2010,13,1300409,Barcelos,0.5,0.315,0.545,0.728,27.37,25.56,34.16,64.69,51.48,11.21,4.34,48.06,237.29,0.74,74.74,60.97,47.37,49.81,75.46,72.88
2010,13,1300508,Barreirinha,0.574,0.522,0.469,0.774,6.41,2.28,10.28,97.45,79.13,14.8,8.21,30.82,148.28,0.6,83.65,68.75,46.23,55.14,78.85,74.59
2010,13,1300607,Benjamin Constant,0.574,0.471,0.526,0.763,9.75,6.3,21.89,89.63,66.08,3.92,8.79,32.39,211.1,0.56,78.14,52.87,28.08,53.48,86.36,71.69
2010,13,1300631,Beruri,0.506,0.346,0.512,0.731,16.32,8.9,25.46,90.36,46.02,6.97,6.83,58.11,193.4,0.65,78.54,64.14,43.29,54.61,83.61,74.68
2010,13,1300680,Boa Vista Do Ramos,0.565,0.484,0.496,0.75,5.19,3.58,7.97,95.88,78.08,6.79,7.83,35.09,175.55,0.59,80.82,61.77,40.05,58.8,77.04,75.22
2010,13,1300706,Boca Do Acre,0.588,0.455,0.576,0.777,8.25,6.83,27.04,88.03,47.91,2.59,7.53,43.93,288.42,0.63,72.02,49.75,27.28,67.42,83.51,51.55
2010,13,1300805,Borba,0.56,0.425,0.532,0.776,9.85,5.31,15.8,91.25,69.4,9.24,7.92,46.21,219.83,0.64,76.04,56.26,36.98,54.65,81.19,74.85
2010,13,1300839,Caapiranga,0.569,0.436,0.544,0.775,7.47,5.74,15.07,89.44,75.69,18.07,7.77,44.27,235.49,0.58,71.15,50.44,29.67,29.69,91.4,65.16
2010,13,1300904,Canutama,0.53,0.379,0.522,0.752,15.57,11.25,29.53,87.62,60.33,9.62,6.86,49.48,206.44,0.61,77.38,57.35,34.1,73.71,79.38,51.74
2010,13,1301001,Carauari,0.549,0.416,0.534,0.745,9.28,5.34,28.03,90.22,54.2,2.37,7.22,44.24,222.32,0.54,75.35,48.31,23.92,64.62,92.57,59.13
2010,13,1301100,Careiro,0.557,0.431,0.515,0.779,5.81,3.55,13.72,88.64,51.74,9.19,7.91,44.2,197.06,0.66,76.77,60.88,41.27,56.5,88.45,68.87
2010,13,1301159,Careiro Da Várzea,0.568,0.45,0.523,0.779,5.92,3.93,16.46,94.85,69.3,9.31,7.62,43.52,207.18,0.57,75.23,54.97,30.36,14.95,88.19,49.87
2010,13,1301209,Coari,0.586,0.425,0.606,0.78,9.81,4.86,17.02,86.83,48.5,8.28,7.65,41.37,347.2,0.64,63.59,40.38,21.98,32.29,88.37,65.54
2010,13,1301308,Codajás,0.563,0.421,0.546,0.775,9.05,6.61,18.71,83.68,44.4,5.47,7.94,42.38,239.64,0.61,77.17,54.32,29.32,63.71,92.78,68.04
2010,13,1301407,Eirunepé,0.563,0.431,0.548,0.756,18.98,11.96,32.99,90.67,65.94,8.12,7.73,49.18,241.86,0.62,74.5,55.41,32.2,52.29,82.73,53.4
2010,13,1301506,Envira,0.509,0.349,0.521,0.727,19.76,16.85,32.75,83.88,58.91,12.01,6.33,56.71,204.98,0.64,80.07,57.67,35.87,44.82,73.34,55.43
2010,13,1301605,Fonte Boa,0.53,0.4,0.518,0.719,14.56,10.46,24.69,84.83,67.73,17.25,7.37,49.88,200.4,0.62,78.03,59.94,37.8,67.64,88.32,72.65
2010,13,1301654,Guajará,0.532,0.387,0.51,0.762,11.82,8.35,31.5,93.08,70.94,11.26,6.97,58.2,191.04,0.74,83.14,67.87,51.48,62.11,66.5,66.36
2010,13,1301704,Humaitá,0.605,0.451,0.621,0.791,7.77,4.5,16.95,90.42,51.33,5.43,7.53,38.1,382.13,0.66,63.98,41.89,25.86,77.32,90.73,56.12
2010,13,1301803,Ipixuna,0.481,0.302,0.476,0.772,22.79,20.39,38.41,65.38,25.94,5.39,5.51,55.65,154.54,0.58,86.43,68.07,39.53,41.52,66.44,68.8
2010,13,1301852,Iranduba,0.613,0.476,0.607,0.799,6.77,3.7,13.24,93.43,71.3,8.83,8.12,39.99,349.23,0.56,59.84,34.86,16.69,70.95,94.68,62.14
2010,13,1301902,Itacoatiara,0.644,0.534,0.618,0.811,5.66,2.37,9.12,95.07,64.61,11.25,8.76,29.28,373.71,0.59,58.58,36.6,17.45,78.88,92.63,59.14
2010,13,1301951,Itamarati,0.477,0.266,0.529,0.772,24.74,16.01,37.73,81.01,47.75,22.35,5.84,71.73,214.95,0.8,88.6,74.2,55.51,52.1,69.27,59.27
2010,13,1302009,Itapiranga,0.654,0.594,0.594,0.792,2.72,2.29,8.45,95.12,72.61,9.41,8.16,25.45,321.94,0.67,69.41,49.37,27.79,82.78,89.43,61.75
2010,13,1302108,Japurá,0.522,0.345,0.552,0.748,22.99,18.48,27.92,80.79,78.88,38.16,6.09,54.8,248.6,0.59,80.03,52.07,22.55,48.06,86.57,73.99
2010,13,1302207,Juruá,0.522,0.376,0.538,0.704,22.88,15.18,33.72,90.09,76.05,21.24,6.02,56.11,227.39,0.6,76.19,56.2,32.23,47.97,89.02,67.17
2010,13,1302306,Jutaí,0.516,0.34,0.528,0.766,22.67,10.27,28.06,88.4,69.7,10.44,6.37,55.21,214.36,0.69,83.11,62.09,40.95,63.7,85.11,77.25
2010,13,1302405,Lábrea,0.531,0.374,0.538,0.744,10.54,8.12,28.55,85.71,50.27,4.63,7.01,54.3,227.62,0.59,73.07,52.41,33.28,48.22,79.79,59.85
2010,13,1302504,Manacapuru,0.614,0.481,0.604,0.795,5.22,3.19,15.55,92.33,37.93,6.14,8.63,33.14,342.58,0.56,61.05,35.47,16.16,70.31,90.08,64.38
2010,13,1302553,Manaquiri,0.596,0.51,0.556,0.748,5.16,3.32,10.63,95.52,82.34,11.24,8.15,39.94,254.15,0.57,73.87,50.5,21.99,41.09,75.21,66.25
2010,13,1302603,Manaus,0.737,0.658,0.738,0.826,2.79,1.38,3.78,94.16,73.97,13.11,9.51,14.01,790.27,0.61,33.5,12.9,3.75,89.65,99.63,50.19
2010,13,1302702,Manicoré,0.582,0.456,0.58,0.747,7.68,5.22,16.75,90.35,71.5,14.95,8.2,43.05,295.23,0.6,68.47,47.59,26.72,61.74,83.5,67.24
2010,13,1302801,Maraã,0.498,0.348,0.466,0.763,10.35,8.44,18.01,86.49,72.98,25.33,6.02,50.51,144.99,0.69,85.3,70.9,52.14,49.73,90.05,82.75
2010,13,1302900,Maués,0.588,0.464,0.549,0.8,6.21,3.05,10.28,93.67,71.41,8.59,9.26,37.5,244.3,0.64,76.2,54.17,34.31,53.85,76.82,71.87
2010,13,1303007,Nhamundá,0.586,0.503,0.513,0.779,2.44,1.77,8.94,94.06,56.89,9.49,8.85,34.17,195.12,0.65,78.54,62.76,43.78,47.52,80.17,66.54
2010,13,1303106,Nova Olinda Do Norte,0.558,0.412,0.541,0.78,7.15,4.23,12.82,91.58,68.29,14.26,6.99,43.79,232.07,0.63,75.71,58.68,33.18,55.94,67.19,75.07
2010,13,1303205,Novo Airão,0.57,0.434,0.551,0.776,8.97,6.42,15.52,83.9,60.81,10.21,7.37,46.75,246.44,0.59,69.78,47.65,30.88,65.45,86.35,69.66
2010,13,1303304,Novo Aripuanã,0.554,0.421,0.532,0.759,11.15,7.93,19.73,88.01,66.41,8.9,7.58,44.81,219.69,0.57,72.69,51.32,31.0,62.61,79.16,68.11
2010,13,1303403,Parintins,0.658,0.605,0.589,0.8,3.23,1.94,6.03,93.01,73.18,15.65,9.45,21.83,313.07,0.59,66.21,42.12,22.81,73.24,84.92,65.05
2010,13,1303502,Pauini,0.496,0.317,0.531,0.724,21.33,17.49,29.44,76.43,50.01,8.48,4.72,56.43,218.21,0.72,80.66,65.4,47.23,49.52,69.96,79.94
2010,13,1303536,Presidente Figueiredo,0.647,0.538,0.627,0.802,3.85,2.18,7.25,91.12,75.56,19.18,8.46,31.63,396.51,0.52,49.86,25.21,12.83,83.42,94.6,53.39
2010,13,1303569,Rio Preto Da Eva,0.611,0.493,0.59,0.785,4.53,2.39,11.25,90.1,60.66,11.52,8.49,31.43,315.24,0.55,59.58,35.59,18.28,79.11,96.48,57.89
2010,13,1303601,Santa Isabel Do Rio Negro,0.479,0.323,0.461,0.737,34.67,30.69,33.11,51.77,42.66,3.76,4.8,53.25,141.04,0.72,84.32,70.85,55.11,45.24,52.51,87.59
2010,13,1303700,Santo Antônio Do Içá,0.49,0.353,0.438,0.759,13.8,8.2,21.31,81.38,57.07,12.0,6.49,48.86,122.21,0.67,86.79,73.16,55.83,50.55,89.18,77.57
2010,13,1303809,São Gabriel Da Cachoeira,0.609,0.476,0.61,0.777,5.05,4.42,14.66,89.38,75.03,15.59,7.5,35.24,355.51,0.8,74.33,56.81,42.56,43.43,65.48,77.78
2010,13,1303908,São Paulo De Olivença,0.521,0.386,0.471,0.78,14.02,8.47,22.91,85.21,66.75,7.05,6.73,43.2,150.28,0.64,84.66,66.11,47.99,38.51,70.07,73.51
2010,13,1303957,São Sebastião Do Uatumã,0.577,0.464,0.561,0.739,6.12,2.85,10.16,93.26,59.9,5.16,8.01,26.89,262.79,0.58,72.94,46.65,20.35,68.33,75.85,73.32
2010,13,1304005,Silves,0.632,0.584,0.546,0.791,5.03,2.43,7.81,96.31,76.72,9.62,9.54,24.41,238.53,0.56,72.6,51.94,25.98,54.15,81.81,67.9
2010,13,1304062,Tabatinga,0.616,0.505,0.602,0.769,9.27,4.56,14.38,91.19,63.82,9.07,8.26,28.66,338.4,0.65,69.08,46.19,25.83,73.56,92.41,66.49
2010,13,1304104,Tapauá,0.502,0.355,0.512,0.694,19.98,11.86,30.86,79.47,57.87,12.06,6.35,52.84,193.97,0.6,76.76,58.07,39.66,47.23,80.77,63.26
2010,13,1304203,Tefé,0.639,0.511,0.637,0.801,5.09,3.29,14.21,93.86,62.99,8.2,8.49,32.79,421.41,0.62,59.83,34.38,15.15,79.11,96.39,65.68
2010,13,1304237,Tonantins,0.548,0.416,0.508,0.779,11.92,6.34,19.82,86.69,72.33,19.7,7.3,39.66,189.15,0.54,78.39,49.59,30.93,32.38,79.38,68.99
2010,13,1304260,Uarini,0.527,0.378,0.535,0.724,12.15,6.68,18.81,90.7,74.84,21.81,6.94,51.25,223.11,0.61,80.27,55.68,26.51,60.95,90.96,76.13
2010,13,1304302,Urucará,0.62,0.575,0.551,0.754,3.23,1.97,8.04,94.62,74.18,8.61,8.87,23.86,246.99,0.6,74.33,49.07,31.33,80.65,93.63,65.54
2010,13,1304401,Urucurituba,0.588,0.487,0.538,0.776,5.95,2.95,9.18,93.37,59.14,10.54,8.28,32.03,227.55,0.58,72.57,49.82,32.03,64.7,79.07,72.31
2010,14,1400027,Amajari,0.484,0.319,0.437,0.815,29.57,30.23,38.64,64.27,35.64,9.09,4.72,60.76,121.32,0.75,86.49,75.51,59.89,55.65,48.19,73.68
2010,14,1400050,Alto Alegre,0.542,0.379,0.518,0.813,38.98,33.53,40.06,56.01,48.34,7.23,5.66,56.46,201.32,0.73,76.79,61.63,51.42,65.14,54.83,68.01
2010,14,1400100,Boa Vista,0.752,0.708,0.737,0.816,1.83,1.36,5.83,96.63,76.09,16.44,9.5,13.09,786.55,0.58,32.27,13.61,5.03,98.7,99.29,44.85
2010,14,1400159,Bonfim,0.626,0.509,0.597,0.809,4.28,2.29,13.26,91.88,65.22,13.09,8.2,40.74,329.22,0.72,71.87,54.19,34.94,91.78,70.62,69.88
2010,14,1400175,Cantá,0.619,0.509,0.581,0.803,4.39,2.66,17.22,96.18,77.85,18.34,8.58,39.21,297.59,0.66,68.88,47.29,33.95,93.26,81.61,64.07
