ano,id_uf,id_municipio,nome_municipio,idhm,idhm_educacao,idhm_renda,idhm_longevidade,taxa_analfabetismo_11a14,taxa_analfabetismo_15a17,taxa_analfabetismo_15mais,taxa_frequencia_6a14,taxa_frequencia_4a5,taxa_frequencia_0a3,expectativa_anos_estudo,taxa_fundamental_incompleto,renda_per_capita,indice_gini,percentual_pobres,percentual_extremamente_pobres,percentual_vulneraveis_pobreza,percentual_domicilios_agua,percentual_domicilios_energia,taxa_densidade_domiciliar
2010,31,3167707,Sobrália,0.631,0.51,0.611,0.805,3.51,2.27,19.79,98.09,81.3,12.04,9.08,41.25,357.73,0.47,50.13,24.14,12.06,97.48,99.95,15.7
2010,31,3167806,Soledade De Minas,0.697,0.606,0.673,0.831,0.82,1.84,8.92,97.14,74.96,9.82,9.74,31.66,526.23,0.46,34.98,11.6,2.76,84.59,99.82,21.09
2010,31,3167905,Tabuleiro,0.681,0.578,0.666,0.821,2.54,1.68,12.76,99.66,64.23,7.27,9.75,37.58,503.88,0.45,34.81,11.23,1.63,92.92,100.0,11.04
2010,31,3168002,Taiobeiras,0.67,0.578,0.639,0.815,1.49,1.24,17.68,98.35,75.1,14.08,9.92,34.15,426.91,0.51,49.22,22.67,4.88,92.91,98.95,16.91
2010,31,3168051,Taparuba,0.645,0.557,0.604,0.799,2.87,1.33,18.45,97.56,74.55,1.28,9.46,40.26,344.16,0.39,46.71,19.0,7.73,89.84,97.31,13.87
2010,31,3168101,Tapira,0.712,0.561,0.759,0.847,0.79,0.85,6.65,97.28,81.65,41.67,9.06,30.69,902.0,0.54,19.94,7.19,3.94,91.69,99.4,10.46
2010,31,3168200,Tapiraí,0.667,0.522,0.67,0.847,1.65,2.15,12.83,95.81,70.83,0.0,9.1,47.45,517.65,0.45,33.41,13.76,3.61,86.6,98.23,14.73
2010,31,3168309,Taquaraçu De Minas,0.651,0.525,0.643,0.818,2.08,1.97,14.22,98.75,81.28,9.01,8.74,38.67,436.05,0.45,41.03,20.38,5.53,75.47,99.65,27.05
2010,31,3168408,Tarumirim,0.633,0.499,0.614,0.829,2.15,2.38,17.98,97.13,65.69,8.57,8.6,46.34,364.41,0.47,55.35,23.85,8.44,89.98,98.91,15.94
2010,31,3168507,Teixeiras,0.675,0.558,0.685,0.804,2.11,1.09,10.15,96.43,86.39,30.4,9.12,35.14,568.91,0.55,42.28,13.73,4.22,96.76,99.7,14.28
2010,31,3168606,Teófilo Otoni,0.701,0.598,0.698,0.824,1.87,1.59,12.92,96.6,63.46,14.19,9.42,29.12,615.34,0.57,41.01,17.79,5.47,94.78,98.78,26.27
2010,31,3168705,Timóteo,0.77,0.742,0.737,0.836,0.91,0.55,4.44,98.57,91.96,19.97,9.96,13.82,786.68,0.48,20.41,5.57,1.03,96.25,99.91,15.3
2010,31,3168804,Tiradentes,0.74,0.619,0.741,0.885,0.22,0.56,5.88,98.05,94.32,25.21,8.91,29.35,802.39,0.57,26.66,7.07,1.43,97.66,99.39,18.28
2010,31,3168903,Tiros,0.683,0.532,0.703,0.852,0.0,0.89,10.68,97.74,84.95,23.66,9.05,42.94,634.3,0.52,30.45,10.7,5.11,89.51,99.54,6.72
2010,31,3169000,Tocantins,0.688,0.597,0.682,0.8,1.52,0.47,8.72,98.21,82.02,26.52,9.28,36.13,557.55,0.42,24.2,7.41,1.28,98.12,99.81,13.26
2010,31,3169059,Tocos Do Moji,0.696,0.631,0.661,0.808,2.43,2.72,10.17,98.8,71.65,4.53,9.6,35.29,489.05,0.41,30.49,10.23,3.8,75.93,99.67,10.18
2010,31,3169109,Toledo,0.661,0.546,0.66,0.802,0.75,1.36,16.45,98.14,80.3,22.12,9.87,39.88,486.02,0.4,29.11,9.45,0.91,81.95,99.83,19.95
2010,31,3169208,Tombos,0.718,0.607,0.699,0.871,1.64,1.4,12.24,97.55,91.24,19.78,9.25,34.83,621.05,0.52,35.23,15.86,2.46,93.47,99.79,13.64
2010,31,3169307,Três Corações,0.744,0.66,0.73,0.855,1.64,1.1,6.97,97.66,57.2,15.56,9.25,20.29,749.86,0.56,28.99,8.84,1.59,98.66,99.76,21.68
2010,31,3169356,Três Marias,0.752,0.695,0.706,0.866,1.12,0.69,7.2,98.6,88.27,24.8,9.72,22.78,645.33,0.52,31.43,10.14,2.95,96.82,98.91,18.9
2010,31,3169406,Três Pontas,0.731,0.643,0.714,0.85,1.01,0.68,8.74,97.77,87.34,28.19,9.46,26.96,682.15,0.51,27.09,6.9,0.46,98.36,99.99,18.79
2010,31,3169505,Tumiritinga,0.626,0.482,0.615,0.827,3.63,1.78,17.45,97.48,83.12,23.65,8.22,44.41,366.89,0.45,51.47,21.85,6.27,94.26,97.7,24.0
2010,31,3169604,Tupaciguara,0.719,0.605,0.711,0.863,1.17,0.94,9.46,97.69,79.38,21.15,8.91,34.46,665.76,0.49,26.46,6.81,1.96,97.67,99.6,12.93
2010,31,3169703,Turmalina,0.682,0.602,0.646,0.816,1.18,1.72,14.79,99.24,84.24,27.53,9.89,31.43,446.26,0.5,45.82,19.79,7.76,80.9,99.44,18.34
2010,31,3169802,Turvolândia,0.696,0.576,0.707,0.829,1.83,1.98,10.93,98.43,86.57,17.37,8.23,36.0,649.97,0.49,25.97,5.79,0.58,89.93,98.93,18.34
2010,31,3169901,Ubá,0.724,0.62,0.727,0.841,1.36,1.09,5.8,96.97,89.55,13.86,8.92,28.04,739.56,0.5,21.77,5.43,0.65,98.45,99.85,17.85
2010,31,3170008,Ubaí,0.609,0.519,0.552,0.787,3.72,1.91,20.1,96.05,76.87,12.94,8.81,37.13,247.91,0.49,69.73,43.56,17.48,90.46,97.72,32.85
2010,31,3170057,Ubaporanga,0.614,0.475,0.604,0.805,1.32,2.22,14.7,96.86,63.8,9.12,8.71,49.32,342.3,0.41,48.55,20.47,7.99,83.35,99.47,19.82
2010,31,3170107,Uberaba,0.772,0.705,0.772,0.845,1.18,0.83,4.19,97.66,78.46,28.22,9.94,17.94,978.01,0.5,13.63,3.4,0.67,98.9,99.85,15.06
2010,31,3170206,Uberlândia,0.789,0.716,0.776,0.885,1.01,0.77,3.74,97.98,82.88,32.96,9.92,16.05,1001.45,0.5,12.41,2.98,0.7,99.52,99.92,14.5
2010,31,3170305,Umburatiba,0.638,0.531,0.599,0.815,2.94,3.4,26.83,98.24,59.39,2.4,9.22,38.65,332.13,0.49,55.77,29.24,12.42,94.15,98.33,22.97
2010,31,3170404,Unaí,0.736,0.651,0.723,0.847,1.42,1.23,8.66,97.6,70.07,14.25,9.69,25.8,720.51,0.54,28.81,10.33,3.44,92.37,97.34,15.83
2010,31,3170438,União De Minas,0.672,0.534,0.684,0.829,2.1,1.64,14.11,97.32,85.39,15.99,7.76,43.16,562.84,0.48,29.67,12.41,4.67,86.1,99.67,13.75
2010,31,3170479,Uruana De Minas,0.664,0.602,0.612,0.793,1.14,0.45,17.94,99.15,69.46,10.1,9.8,33.42,360.58,0.51,51.98,28.09,15.36,76.74,93.99,13.45
2010,31,3170503,Urucânia,0.633,0.498,0.628,0.811,2.82,1.11,15.07,98.98,80.56,17.42,8.98,41.43,397.46,0.41,43.65,14.93,2.31,88.08,99.3,27.26
2010,31,3170529,Urucuia,0.619,0.543,0.559,0.781,1.73,1.85,13.52,95.56,45.07,9.68,8.62,24.68,259.38,0.47,68.87,35.63,12.86,69.3,89.57,35.68
2010,31,3170578,Vargem Alegre,0.631,0.486,0.631,0.819,2.19,0.79,18.81,98.46,81.76,10.84,8.53,46.65,407.13,0.49,47.78,24.08,6.71,89.99,99.55,18.47
2010,31,3170602,Vargem Bonita,0.696,0.597,0.667,0.847,0.79,2.13,8.05,100.0,93.54,23.33,9.21,36.61,508.67,0.38,27.44,7.21,1.98,90.23,98.92,14.73
2010,31,3170651,Vargem Grande Do Rio Pardo,0.634,0.559,0.563,0.811,2.81,1.82,25.27,96.79,67.1,9.75,10.08,30.72,265.02,0.45,64.59,34.97,15.35,61.05,96.62,18.35
2010,31,3170701,Varginha,0.778,0.707,0.76,0.875,1.13,0.63,4.65,97.94,86.05,23.51,9.74,15.69,904.57,0.51,16.48,3.83,0.39,99.4,99.97,18.11
2010,31,3170750,Varjão De Minas,0.711,0.631,0.673,0.847,1.49,1.2,8.96,99.03,72.27,3.25,9.76,26.21,528.14,0.39,23.9,7.68,3.37,92.2,98.36,15.66
2010,31,3170800,Várzea Da Palma,0.666,0.573,0.634,0.814,1.85,1.15,12.0,96.9,84.77,9.89,8.66,31.81,413.59,0.46,45.36,16.62,4.81,95.04,99.13,26.52
2010,31,3170909,Varzelândia,0.594,0.477,0.546,0.806,2.58,2.42,24.45,97.07,71.7,9.58,8.72,44.39,238.92,0.51,70.09,43.84,22.81,86.33,98.34,37.32
2010,31,3171006,Vazante,0.742,0.666,0.707,0.866,1.28,0.57,7.37,97.26,48.53,19.39,10.48,22.07,650.88,0.44,23.18,5.39,2.49,94.74,99.85,9.59
2010,31,3171030,Verdelândia,0.584,0.462,0.542,0.797,6.76,4.15,26.85,95.52,72.75,9.33,8.83,47.61,233.27,0.45,72.05,37.92,14.73,81.63,95.35,40.46
2010,31,3171071,Veredinha,0.632,0.555,0.579,0.785,1.15,0.76,21.97,97.99,71.46,21.4,9.15,31.85,293.08,0.43,55.31,29.45,14.66,76.96,98.21,17.64
2010,31,3171105,Veríssimo,0.667,0.501,0.683,0.869,3.07,0.0,12.27,94.38,92.67,24.81,7.77,44.9,560.98,0.45,31.87,9.47,0.49,90.1,97.77,21.41
2010,31,3171154,Vermelho Novo,0.612,0.475,0.61,0.79,0.0,1.22,13.38,94.29,29.82,1.19,8.77,41.08,355.42,0.52,53.18,30.07,15.4,87.9,99.93,13.65
2010,31,3171204,Vespasiano,0.688,0.592,0.677,0.811,1.35,0.9,5.88,96.68,76.3,16.89,8.44,26.43,539.05,0.42,28.24,8.06,1.02,99.59,99.96,27.95
2010,31,3171303,Viçosa,0.775,0.696,0.758,0.883,1.1,0.74,5.61,98.99,88.68,39.72,10.24,20.84,892.25,0.56,24.16,7.35,1.85,98.3,99.9,12.58
2010,31,3171402,Vieiras,0.668,0.592,0.623,0.808,0.78,1.9,14.61,99.23,72.99,0.0,9.4,33.6,386.39,0.42,45.01,18.1,5.13,79.21,99.92,15.93
2010,31,3171501,Mathias Lobato,0.612,0.483,0.596,0.795,1.74,1.2,20.42,96.74,72.36,23.36,9.35,48.23,326.18,0.54,66.39,34.68,14.18,98.38,98.96,32.71
2010,31,3171600,Virgem Da Lapa,0.61,0.488,0.585,0.797,2.29,1.35,22.18,92.08,58.04,14.6,8.79,43.11,305.36,0.49,58.24,34.31,17.76,68.79,97.59,21.3
2010,31,3171709,Virgínia,0.651,0.523,0.635,0.829,2.46,1.44,12.51,96.88,48.72,8.33,9.63,39.73,415.41,0.47,45.06,19.33,4.69,76.37,99.61,17.23
2010,31,3171808,Virginópolis,0.675,0.58,0.638,0.831,1.39,0.86,12.93,98.24,74.36,14.99,9.04,30.35,423.01,0.49,46.8,19.28,8.34,92.4,98.51,14.42
2010,31,3171907,Virgolândia,0.62,0.497,0.602,0.795,2.62,1.88,21.33,98.43,73.44,2.56,8.93,46.49,339.03,0.51,57.29,31.97,12.86,82.14,96.51,20.31
2010,31,3172004,Visconde Do Rio Branco,0.709,0.591,0.709,0.85,2.18,1.65,8.74,97.55,92.07,25.37,8.84,33.53,658.96,0.49,24.25,6.47,1.22,97.02,99.9,16.18
2010,31,3172103,Volta Grande,0.669,0.531,0.669,0.841,1.66,2.63,12.32,98.02,89.77,21.18,8.01,36.66,515.46,0.51,39.93,15.66,5.45,97.13,99.87,28.99
2010,31,3172202,Wenceslau Braz,0.678,0.576,0.644,0.842,1.75,0.89,5.53,98.23,57.63,9.87,9.09,37.18,439.73,0.44,42.98,15.09,4.29,44.96,99.52,12.39
2010,32,3200102,Afonso Cláudio,0.667,0.544,0.661,0.825,1.73,1.32,14.3,93.98,76.04,25.94,8.43,40.47,489.59,0.5,40.69,19.02,5.31,87.72,99.97,12.66
2010,32,3200136,Águia Branca,0.678,0.595,0.66,0.792,1.72,0.97,14.83,97.8,69.85,22.03,9.78,33.65,487.28,0.53,43.78,20.37,6.72,89.53,100.0,13.86
2010,32,3200169,Água Doce Do Norte,0.652,0.546,0.619,0.819,1.95,2.67,20.0,98.66,69.05,7.72,9.74,38.76,377.39,0.49,51.51,24.05,9.88,88.18,99.76,19.55
2010,32,3200201,Alegre,0.721,0.63,0.708,0.839,2.18,1.98,13.54,97.65,89.1,33.92,9.75,31.25,655.72,0.52,31.29,13.08,3.36,93.05,99.85,16.17
2010,32,3200300,Alfredo Chaves,0.71,0.611,0.703,0.832,1.14,1.07,7.89,98.61,88.91,36.78,9.31,32.46,634.97,0.48,27.58,8.68,1.51,78.8,100.0,7.92
2010,32,3200359,Alto Rio Novo,0.664,0.567,0.634,0.815,1.25,1.04,17.01,97.28,77.08,25.58,10.1,39.01,413.59,0.52,48.21,26.19,10.43,93.57,99.6,16.7
2010,32,3200409,Anchieta,0.73,0.654,0.696,0.856,1.27,0.98,6.75,99.08,100.0,50.02,8.78,24.14,608.42,0.46,28.32,10.53,2.19,93.02,99.78,23.29
2010,32,3200508,Apiacá,0.673,0.549,0.659,0.841,2.04,0.76,15.25,96.87,67.44,12.55,8.8,35.39,482.94,0.53,46.4,21.7,7.36,90.84,99.43,21.44
2010,32,3200607,Aracruz,0.752,0.707,0.717,0.838,1.1,0.93,7.42,98.39,89.92,32.28,10.26,18.99,695.25,0.5,26.82,9.67,3.13,96.81,99.83,25.56
2010,32,3200706,Atilio Vivacqua,0.708,0.637,0.663,0.841,1.34,1.38,10.46,97.61,84.16,29.72,9.66,27.5,493.81,0.44,34.04,13.14,4.72,94.18,100.0,22.69
2010,32,3200805,Baixo Guandu,0.702,0.637,0.67,0.811,2.25,1.29,13.15,97.19,81.54,25.13,9.87,30.67,516.34,0.48,36.45,12.82,4.0,94.81,99.94,17.76
2010,32,3200904,Barra De São Francisco,0.683,0.58,0.673,0.815,2.24,1.71,15.72,96.23,59.24,18.07,9.0,31.75,527.84,0.5,37.13,16.38,6.74,96.39,99.92,15.46
2010,32,3201001,Boa Esperança,0.679,0.59,0.651,0.816,2.04,1.3,16.51,97.56,84.05,19.65,9.22,32.29,460.69,0.45,39.23,13.43,4.67,98.7,98.84,18.25
2010,32,3201100,Bom Jesus Do Norte,0.734,0.673,0.689,0.854,2.3,1.86,9.15,98.73,96.9,39.56,9.93,19.75,584.06,0.48,33.86,10.41,1.54,97.95,98.97,19.99
2010,32,3201159,Brejetuba,0.656,0.54,0.63,0.828,1.71,1.4,18.93,97.45,62.16,11.27,9.47,41.27,402.56,0.48,46.29,21.79,9.41,86.74,99.87,18.86
2010,32,3201209,Cachoeiro De Itapemirim,0.746,0.677,0.733,0.837,1.49,1.14,5.71,97.22,87.55,34.9,9.61,22.29,763.71,0.52,23.44,6.64,1.42,97.12,99.8,21.43
2010,32,3201308,Cariacica,0.718,0.628,0.699,0.844,2.24,1.57,6.08,94.81,71.21,15.64,9.38,23.16,620.89,0.45,25.29,7.87,1.64,99.26,99.96,24.99
2010,32,3201407,Castelo,0.726,0.639,0.703,0.852,1.05,1.13,8.42,97.76,80.34,28.83,8.07,27.58,636.49,0.45,24.63,6.8,1.48,93.38,100.0,10.45
2010,32,3201506,Colatina,0.746,0.668,0.738,0.841,1.41,0.9,7.71,98.56,87.74,29.31,8.89,23.22,788.29,0.51,20.57,5.75,1.12,97.67,99.85,14.66
2010,32,3201605,Conceição Da Barra,0.681,0.603,0.648,0.81,1.65,1.2,15.23,98.34,89.35,24.71,9.73,31.98,450.71,0.5,45.93,19.26,6.78,95.02,98.47,29.15
2010,32,3201704,Conceição Do Castelo,0.67,0.541,0.685,0.81,1.26,1.25,12.1,98.14,82.94,31.41,8.08,41.32,567.83,0.51,35.9,13.9,6.21,88.84,99.75,11.87
2010,32,3201803,Divino De São Lourenço,0.632,0.496,0.622,0.819,0.91,1.18,15.09,97.84,47.01,3.52,9.39,46.31,383.78,0.51,53.3,29.79,10.34,79.6,99.95,17.52
2010,32,3201902,Domingos Martins,0.669,0.528,0.68,0.833,0.82,1.06,10.98,96.47,72.13,22.57,8.52,44.37,551.74,0.48,33.22,12.83,3.09,89.74,100.0,11.62
2010,32,3202009,Dores Do Rio Preto,0.654,0.542,0.635,0.813,2.17,2.68,17.59,94.08,76.35,2.84,10.04,41.19,414.87,0.49,45.9,21.22,7.86,93.49,99.71,21.22
2010,32,3202108,Ecoporanga,0.662,0.562,0.631,0.819,2.27,2.06,20.41,98.02,83.46,28.93,9.16,41.38,406.49,0.49,49.63,20.65,8.54,89.78,98.67,16.74
2010,32,3202207,Fundão,0.718,0.623,0.708,0.839,1.59,0.23,9.26,98.67,93.04,20.61,8.83,31.65,657.18,0.49,27.9,10.94,1.64,94.96,99.72,20.72
2010,32,3202256,Governador Lindenberg,0.694,0.608,0.669,0.823,1.65,0.52,11.39,97.54,76.78,24.08,9.69,33.94,515.11,0.45,33.04,14.26,3.71,95.05,100.0,11.13
2010,32,3202306,Guaçuí,0.703,0.595,0.691,0.846,3.2,2.29,12.84,96.95,79.27,20.73,8.97,32.4,587.91,0.52,36.61,14.56,3.33,92.81,99.5,20.5
2010,32,3202405,Guarapari,0.731,0.626,0.746,0.837,1.69,1.42,6.59,96.24,73.73,19.94,8.91,23.84,830.51,0.58,26.55,8.94,2.05,97.29,99.73,25.31
2010,32,3202454,Ibatiba,0.647,0.501,0.651,0.83,1.81,1.03,17.9,97.34,67.87,13.74,8.39,44.19,458.35,0.45,37.82,16.89,4.2,86.74,99.89,17.69
2010,32,3202504,Ibiraçu,0.726,0.625,0.733,0.835,1.73,0.96,8.08,97.73,84.79,24.65,8.74,27.51,764.33,0.56,24.71,7.23,2.06,94.93,99.57,21.57
2010,32,3202553,Ibitirama,0.622,0.481,0.609,0.821,2.6,3.43,19.04,96.45,47.37,17.2,9.44,49.13,353.86,0.47,52.06,28.31,9.18,79.32,99.7,23.62
2010,32,3202603,Iconha,0.729,0.658,0.709,0.83,1.5,0.84,8.28,98.8,88.02,35.48,9.09,27.24,660.78,0.45,22.87,7.14,1.81,84.28,99.27,10.11
2010,32,3202652,Irupi,0.637,0.493,0.658,0.798,1.76,1.4,18.56,96.37,67.29,12.83,7.82,48.43,481.28,0.51,42.37,17.29,5.41,76.2,99.88,15.17
2010,32,3202702,Itaguaçu,0.702,0.641,0.672,0.802,1.13,0.75,13.42,98.67,74.09,24.28,9.78,30.39,522.25,0.43,30.91,11.8,1.8,92.03,99.93,13.27
2010,32,3202801,Itapemirim,0.654,0.54,0.64,0.808,2.67,1.73,11.57,97.6,83.39,18.97,8.94,36.84,428.61,0.44,41.94,15.71,3.06,94.94,99.78,27.91
2010,32,3202900,Itarana,0.684,0.568,0.696,0.809,0.74,0.36,10.05,97.01,57.81,18.24,9.24,34.19,607.49,0.47,25.12,11.56,2.08,91.28,100.0,12.44
2010,32,3203007,Iúna,0.666,0.537,0.665,0.829,2.23,2.21,15.25,97.42,58.45,14.22,9.1,43.43,501.21,0.5,41.1,13.91,4.92,83.83,100.0,19.82
2010,32,3203056,Jaguaré,0.678,0.568,0.678,0.81,2.06,1.59,13.7,96.9,87.11,31.42,8.66,37.45,543.6,0.56,43.26,21.88,4.91,97.5,99.9,23.33
2010,32,3203106,Jerônimo Monteiro,0.698,0.589,0.685,0.844,2.45,3.09,13.11,98.48,87.26,11.32,9.55,32.83,566.32,0.54,38.28,14.62,5.96,95.17,99.84,17.32
2010,32,3203130,João Neiva,0.753,0.663,0.751,0.857,1.24,1.01,7.71,98.64,89.24,28.31,9.55,20.91,859.01,0.53,21.81,6.98,2.71,98.57,99.88,12.47
2010,32,3203163,Laranja Da Terra,0.656,0.55,0.633,0.81,1.54,0.59,13.21,97.49,81.25,12.48,10.42,42.06,411.93,0.47,42.51,23.68,10.33,88.11,99.93,7.02
2010,32,3203205,Linhares,0.724,0.63,0.721,0.834,2.04,1.38,9.62,97.7,87.16,31.89,8.97,26.04,711.38,0.52,29.32,10.78,2.52,97.81,99.76,26.49
2010,32,3203304,Mantenópolis,0.657,0.551,0.636,0.81,1.48,2.16,18.61,99.24,72.19,15.27,9.01,42.92,417.83,0.52,49.66,24.91,10.46,95.63,99.69,17.26
2010,32,3203320,Marataízes,0.696,0.588,0.676,0.847,1.75,1.59,9.78,98.04,83.3,29.77,8.61,31.25,538.07,0.52,40.92,15.65,5.11,98.78,99.59,27.47
2010,32,3203346,Marechal Floriano,0.71,0.589,0.715,0.849,0.95,1.37,9.61,98.49,80.09,21.91,9.29,32.24,683.63,0.48,23.77,6.68,1.38,91.52,99.92,11.5
2010,32,3203353,Marilândia,0.696,0.612,0.668,0.823,1.25,2.21,12.11,97.67,84.67,11.92,8.57,34.21,510.91,0.39,26.03,9.0,1.64,94.83,99.69,10.11
2010,32,3203403,Mimoso Do Sul,0.67,0.541,0.672,0.827,2.34,2.29,12.85,97.17,67.37,15.06,8.19,35.48,523.04,0.49,37.07,13.65,3.8,91.03,99.49,11.02
2010,32,3203502,Montanha,0.667,0.535,0.679,0.816,1.87,1.38,17.39,98.83,68.94,20.86,9.49,38.59,547.46,0.52,39.22,14.05,3.68,96.91,99.69,19.29
2010,32,3203601,Mucurici,0.666,0.577,0.617,0.828,3.42,2.61,19.87,98.85,87.34,31.21,9.22,33.14,372.63,0.48,55.45,22.4,6.48,92.1,98.97,20.55
2010,32,3203700,Muniz Freire,0.645,0.512,0.637,0.821,1.51,3.33,14.69,96.65,64.16,11.02,8.77,46.6,421.86,0.51,48.66,25.85,11.58,87.07,99.44,19.65
2010,32,3203809,Muqui,0.694,0.619,0.673,0.802,2.11,1.26,11.48,97.64,78.35,19.22,9.39,31.21,528.68,0.52,40.09,17.5,5.88,90.69,99.94,17.62
2010,32,3203908,Nova Venécia,0.712,0.621,0.692,0.841,1.18,1.1,11.39,97.97,72.17,14.96,9.52,27.68,592.06,0.48,30.8,11.77,2.79,97.0,99.86,14.78
2010,32,3204005,Pancas,0.667,0.562,0.648,0.815,1.86,1.5,17.56,97.22,67.06,24.99,8.87,35.03,451.21,0.5,44.79,18.93,5.29,91.61,99.78,21.01
2010,32,3204054,Pedro Canário,0.654,0.536,0.643,0.812,2.64,1.28,18.05,97.5,83.85,14.63,8.51,37.98,437.08,0.46,42.92,17.32,6.18,97.06,98.73,28.89
2010,32,3204104,Pinheiros,0.673,0.558,0.668,0.816,1.27,0.93,17.21,97.42,90.21,18.22,10.1,39.12,509.45,0.49,37.84,13.49,5.24,97.01,99.55,20.66
2010,32,3204203,Piúma,0.727,0.643,0.702,0.852,1.52,2.2,7.61,98.41,93.27,26.16,9.04,24.93,629.9,0.49,28.05,10.36,3.49,98.99,99.64,22.37
2010,32,3204252,Ponto Belo,0.669,0.605,0.631,0.783,3.29,2.02,21.69,98.7,80.94,17.33,9.57,31.91,405.19,0.5,51.11,20.91,9.5,97.36,98.77,18.78
2010,32,3204302,Presidente Kennedy,0.657,0.553,0.636,0.808,2.53,1.85,17.11,97.13,84.1,20.55,9.34,37.03,419.97,0.48,47.09,20.53,7.6,92.37,99.26,27.55
2010,32,3204351,Rio Bananal,0.681,0.579,0.68,0.802,1.9,0.41,13.27,95.4,70.51,23.97,9.19,36.81,550.55,0.5,35.76,14.64,5.63,95.79,99.9,14.31
2010,32,3204401,Rio Novo Do Sul,0.711,0.62,0.692,0.837,2.14,1.26,9.03,97.78,82.49,21.71,8.7,33.17,594.24,0.48,30.1,9.0,2.54,88.37,99.79,16.79
2010,32,3204500,Santa Leopoldina,0.626,0.477,0.646,0.797,2.09,1.41,13.26,93.64,54.02,15.19,9.15,49.85,445.57,0.55,51.7,26.35,10.36,85.34,99.87,19.49
2010,32,3204559,Santa Maria De Jetibá,0.671,0.521,0.695,0.834,1.63,1.15,10.92,95.92,80.65,8.95,8.72,44.8,603.33,0.49,29.83,11.4,4.49,85.81,99.87,14.02
2010,32,3204609,Santa Teresa,0.714,0.604,0.722,0.834,1.33,1.08,9.84,98.16,72.35,15.68,9.21,29.0,716.25,0.48,22.72,5.69,1.09,91.22,100.0,12.5
2010,32,3204658,São Domingos Do Norte,0.682,0.575,0.679,0.811,1.75,1.68,12.11,93.71,61.5,12.35,9.78,34.19,547.57,0.49,33.67,12.37,3.09,95.18,100.0,18.16
2010,32,3204708,São Gabriel Da Palha,0.709,0.578,0.739,0.835,1.71,1.01,10.57,96.48,67.13,23.91,9.21,32.21,792.54,0.6,25.88,11.49,5.41,97.98,99.93,15.05
2010,32,3204807,São José Do Calçado,0.688,0.599,0.669,0.814,2.48,1.37,12.34,97.14,94.98,32.66,8.97,32.23,514.57,0.51,39.75,17.61,5.62,96.4,99.91,16.03
2010,32,3204906,São Mateus,0.735,0.655,0.719,0.843,1.56,1.3,9.76,97.26,91.03,24.37,9.25,24.95,699.99,0.57,33.69,14.44,4.59,96.62,99.74,24.45
2010,32,3204955,São Roque Do Canaã,0.7,0.623,0.686,0.803,0.71,0.71,9.73,99.33,80.73,22.35,9.96,33.85,572.42,0.43,25.77,7.94,4.17,95.36,99.8,10.89
2010,32,3205002,Serra,0.739,0.664,0.72,0.844,1.83,1.18,5.55,96.94,77.72,24.18,9.4,19.77,705.89,0.47,22.69,6.1,1.57,99.07,99.95,26.33
2010,32,3205010,Sooretama,0.662,0.556,0.65,0.802,2.82,2.0,14.59,95.07,81.85,19.38,8.69,36.72,457.49,0.5,44.78,17.95,5.72,97.08,99.81,28.08
2010,32,3205036,Vargem Alta,0.663,0.544,0.658,0.814,1.25,1.27,11.3,98.27,74.48,12.74,9.07,37.48,480.01,0.45,35.27,13.74,2.96,67.78,99.66,18.21
2010,32,3205069,Venda Nova Do Imigrante,0.728,0.624,0.731,0.845,1.69,0.46,8.43,98.88,84.83,27.35,9.43,26.25,754.66,0.52,22.66,9.28,1.73,92.73,100.0,11.73
2010,32,3205101,Viana,0.686,0.589,0.672,0.816,2.84,2.08,7.03,94.83,75.39,25.16,8.48,27.63,523.61,0.42,30.4,10.17,2.27,96.09,99.86,26.7
2010,32,3205150,Vila Pavão,0.681,0.588,0.647,0.83,1.02,0.8,14.23,97.26,75.0,23.09,9.41,35.48,449.3,0.48,39.07,18.1,8.25,92.64,100.0,9.52
2010,32,3205176,Vila Valério,0.675,0.549,0.686,0.816,1.77,1.87,14.07,96.83,47.17,9.19,9.28,38.3,569.82,0.51,34.99,15.83,5.54,93.81,99.66,13.48
2010,32,3205200,Vila Velha,0.8,0.734,0.807,0.864,1.49,1.03,3.57,96.75,78.71,27.83,9.83,12.96,1211.79,0.56,15.74,4.27,0.83,99.49,99.92,18.54
2010,32,3205309,Vitória,0.845,0.805,0.876,0.855,1.41,0.93,2.98,97.61,97.24,52.86,10.04,9.04,1866.58,0.6,12.34,3.51,0.64,99.92,99.98,16.04
2010,33,3300100,Angra Dos Reis,0.724,0.605,0.74,0.846,1.58,1.11,5.13,96.38,74.46,24.64,9.0,24.51,798.68,0.5,21.42,6.69,2.03,92.49,99.77,34.42
2010,33,3300159,Aperibé,0.692,0.631,0.67,0.785,2.69,1.93,10.6,96.7,95.91,53.43,8.95,25.32,516.14,0.43,29.72,9.4,2.33,96.84,100.0,19.54
2010,33,3300209,Araruama,0.718,0.617,0.714,0.839,1.53,1.43,7.41,98.29,85.21,28.14,8.84,25.38,680.88,0.54,32.86,11.6,3.68,96.08,99.75,31.84
2010,33,3300225,Areal,0.684,0.566,0.686,0.823,1.69,0.95,7.29,98.0,85.75,21.01,9.21,29.81,571.74,0.48,32.21,11.13,3.44,85.66,99.61,28.13
2010,33,3300233,Armação Dos Búzios,0.728,0.624,0.75,0.824,1.1,0.73,4.56,97.66,84.99,15.69,9.09,21.96,851.39,0.51,17.24,3.69,0.11,83.53,100.0,26.64
